City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
323,sao vicente,-23.9631,-46.3919,75.38,26,4,5.88,BR,1690435227
324,gadzhiyevo,69.2551,33.3362,51.84,92,100,1.36,RU,1690435227
325,petropavlovka,50.6114,105.3196,76.66,49,9,0.94,RU,1690435228
326,linqiong,30.4159,103.4609,75.02,82,75,9.35,CN,1690435228
327,kalix,65.853,23.1565,59.14,80,68,4.27,SE,1690435230
328,shizunai-furukawacho,42.3339,142.3669,77.0,84,92,5.57,JP,1690435230
329,holualoa,19.6228,-155.9522,78.64,81,40,6.91,US,1690435224
330,abeche,13.8292,20.8324,77.77,74,100,11.43,TD,1690435231
331,tolanaro,-25.0319,46.9987,67.75,56,86,11.1,MG,1690435232
332,benguela,-12.5763,13.4055,66.25,88,37,5.75,AO,1690435165
333,ulan bator,47.9077,106.8832,75.33,35,20,8.95,MN,1690435137
334,mana,5.6592,-53.7767,76.82,88,100,6.58,GF,1690435234
335,puerto deseado,-47.7503,-65.8938,32.99,70,77,6.55,AR,1690434998
336,natal,-5.795,-35.2094,74.05,100,75,8.05,BR,1690434936
337,aykhal,66.0,111.5,59.94,64,100,8.84,RU,1690435235
338,kone,-21.0595,164.8658,72.48,49,1,10.54,NC,1690435236
339,bridlington,54.0831,-0.1919,60.89,95,100,3.0,GB,1690435236
340,palmer,42.1584,-72.3287,72.77,77,0,8.05,US,1690435237
341,lukhovka,54.1484,45.2573,74.5,77,37,12.3,RU,1690435237
342,yantarnyy,54.8717,19.9381,61.75,78,100,15.9,RU,1690435238
343,hilo,19.7297,-155.09,75.25,96,100,3.44,US,1690435011
344,sao tome,0.3365,6.7273,75.29,87,93,8.32,ST,1690435239
345,nar'yan-mar,67.6713,53.087,69.4,58,89,5.48,RU,1690435239
346,soygaon,20.6,75.6167,81.41,79,100,15.48,IN,1690435240
347,timimoun,29.2639,0.231,91.78,12,0,9.22,DZ,1690435240
348,luorong,24.4058,109.6086,95.36,53,84,8.43,CN,1690435241
349,matoury,4.8483,-52.3317,75.16,100,64,0.0,GF,1690435241
350,pitimbu,-7.4706,-34.8086,73.99,87,55,8.66,BR,1690435038
351,talara,-4.5772,-81.2719,70.68,84,7,13.67,PE,1690435242
352,elesbao veloso,-6.2019,-42.1403,70.25,51,4,3.91,BR,1690435243
353,urucara,-2.5364,-57.76,75.18,62,7,1.12,BR,1690435243
354,taksimo,56.3444,114.8794,83.61,42,68,3.58,RU,1690435244
355,porto novo,6.4965,2.6036,78.62,95,98,5.12,BJ,1690434960
356,salaqi,40.5414,110.5108,88.23,35,100,7.94,CN,1690435245
357,curup,-3.4667,102.5333,83.88,56,59,4.12,ID,1690435245
358,lazaro cardenas,17.9583,-102.2,81.25,80,83,5.17,MX,1690435246
359,akrehamn,59.2667,5.1833,57.99,94,75,4.61,NO,1690435246
360,mazagao,-0.115,-51.2894,77.05,91,41,3.65,BR,1690435247
361,vilalba,43.3,-7.6833,61.09,98,62,1.01,ES,1690435247
362,chernyshevskiy,63.0128,112.4714,74.5,43,49,9.93,RU,1690435248
363,sidi okba,34.7451,5.8983,84.49,58,0,2.3,DZ,1690435248
